id,tokens,tags
1849,UGV 1 UGV 2,4
1850,gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,3
1851,ja UGV 2,7
1852,ich hab hier einen Treppenraum,2
1853,nach oben?,3
1854,das ist korrekt,7
1855,Möglichkeiten mit dem Bodenroboter da hochzufahren?,3
1856,ja ich kann das mal probieren,7
1857,dann Erkundung zweiter Obergeschoss,1
1858,Teamleader von UGV 1,4
1859,ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme,2
1860,zur Zeit hier bei den Fässern kann ich nicht hoch,2
1861,verstanden,2
1862,UGV 1 Teamleader von UGV 1,4
1863,UGV 1 höre,5
1864,kommen,5
1865,ja ich hab jetzt das Fass einmal umkreist kann auf dem Fass zwei Gefahrensymbole identifizieren einmal rot mit Flamme brennbar und einmal umweltgefährdend,2
1866,werde davon ein Foto machen und dir zusanden,2
1867,und eine UN-Nummer kann ich erkennen,2
1868,verstanden,2
1869,es handelt sich um die UN-Nummer 12 03 moment,2
1870,Teamleader von UGV 1,4
1871,Fotos sind raus,2
1872,ich kann nur bestätigen UN-Nummer 12 03 Gefahrenzettel leicht entflammbar und umweltgefährdend,2
1873,verstanden,2
1874,noch als Zusatz dieses Fass scheint nicht auszulaufen,2
1875,steht aufrecht und ist keinerlei Flüssigkeitsaustritt zu erkennen,2
1876,verstanden,2
1877,ich werde jetzt versuchen ins Obergeschoss zu kommen,2
1878,wiederholen,1
1879,ich werde jetzt auch einen Weg suchen ins Obergeschoss zu kommen,2
1880,ja ist verstanden,2
1881,UGV 2 von Teamleader,4
1882,UGV 2 hört,5
1883,viel Erfolg mit dem Treppenbesteigen?,3
1884,ja negativ,0
1885,ich hab hier gerade Probleme mit mir selbst,2
1886,ja hier ist der UGV 1 von Teamleader,4
1887,hör dich,5
1888,ja ich hab ein weiteres grünes Fass gefunden beim Erkunden der Treppe gefunden in der Nähe von dem anderen aufrecht stehenden Fass festzustellen,2
1889,werde dies jetzt fotografieren und einmal um-kreisen um eine Leckage,2
1890,ja ist verstanden,2
1891,kannst du einmal ein Foto von dem Fass machen in Richtung der Treppe dass man einen Orientierungspunkt hat?,1
1892,ja das kann ich versuchen,7
1893,ich kann höchstens so fotografieren dass ich halt den Hochofen drauf hab',2
1894,ja verstanden,2
1895,ja wir können die Orientierung nehmen von dem ersten Fass von dem ersten Fass geht's ja die Treppe hoch und da stand direkt das erste Fass und davon gesehen dann rechts,2
1896,ja machen wir so,7
1897,also ich werde das nachher nachvollziehen können,2
1898,Teamleader von UGV 1,4
1899,Teamleader hört,5
1900,ja das zweite Fass ist liegt auf dem Boden ist aber auch augenscheinlich verschlossen läuft nichts aus keine Flüssigkeit läuft aus,2
1901,das ist verstanden,2
1902,hab auch davon ein Foto gemacht und dir zugesandt,2
1903,da siehst du im hinteren Bereich des des Fasses auch die Öffnung die Bullaugen des Hochofens also können wir uns daran orientieren,2
1904,wiederholen,1
1905,wenn du das Foto von dem Fass siehst siehst du im hinteren Bereich hinter dem Fass die Bullaugen des Hochofens,2
1906,verstanden,2
1907,ja Teamleader von UGV 1,4
1908,UGV 1 kommen,5
1909,ja Frage: soll ich weiter erkunden? das Fass liegen lassen weiterfahren?,3
1910,UGV 1 UGV 2 kommen,4
1911,UGV 1 hört,5
1912,UGV 2 hört,5
1913,Maßnahme momentan: warten wir machen hier gerade Übergabe,2
1914,okay,2
1915,hier UGV 2 verstanden,2
1916,UGV 1 versuch noch in kochsweite ein bisschen nähere Ergebnisse zu kriegen,1
1917,ja UGV 1 von UGV 2,4
1918,kommen,5
1919,ja ich hab hier technische Probleme,2
1920,ich kann meine Flipper nicht bewegen und der Laser hat hinter sich,2
1921,ich hab jetzt nochmal ein Foto gesendet wo man das auch seiteliegende Fass und den blauen Kanister so im rückwärtigen Bereich erkennen kann,2
1922,da musst du genau hingucken,1
1923,kannst du mir weitere Details zu dem liegenden Fass geben? eine Nummer zum Beispiel?,3
1924,ja das ist negativ,2
1925,das Fass wurde einmal umkreist es liegt wahrscheinlich genau darauf,2
1926,ich kann mal versuchen mal es ein bisschen zu drehen,2
1927,ja verstanden,7
1928,aber sehr vorsichtig beim Vorgehen,7
1929,ja ist verstanden,2
1930,sieht man irgendwo eine Leckage in der Nähe des Fasses?,3
1931,ja das ist negativ,0
1932,keine Leckage aus dem Fass läuft nichts aus,2
1933,beide Verschluss-Stopfen sind fest verschlossen,2
1934,beide Fässer sind noch nicht beschädigt,2
1935,da das ist korrekt,2
1936,nur auf dem einen stehenden grünen Fass steht noch eine grüne Flasche,2
1937,was kann in der grünen Flasche drin sein?,3
1938,es sieht aus wie Gerolsteiner,2
1939,weitere Erkenntnisse um das Fass herum an Leckagen?,3
1940,da es ja eine Explosion gewesen ist,2
1941,kann man da irgendwo was sehen? sehen wo es ein drittes Fass im Umlauf liegen könnte,3
1942,also im Moment kann ich dazu nichts sagen,2
1943,um diesen beiden Fässern und dem Kanister ist kein Anschein von irgend einer Leckageaber erneut nochmal versuchen muss,2
1944,ich versuche jetzt noch von dem liegenden Fass die UN-Nummer rauszu'kommen was ich bereits schon gedreht hab was ich,2
1945,ja verstanden,2
1946,ja Teamleader von UGV 2,4
1947,hört,5
1948,ja ich versuche eigentlich ins zweite Obergeschoss zu kommen,2
1949,aber ich hab hier erhebliche Probleme mit der Technik mein Roboter ist Made in Taiwan,2
1950,kann man es denn manuell nicht beheben?,3
1951,ich glaube nicht,0
1952,UGV 1,4
1953,ja jetzt nicht,6
1954,Moment mal bitte,6
1955,ja hier ist der UGV 1 von Teamleader,5
1956,ich hab das Fass jetzt hier drehen können und festgestellt dass es sich um dasselbe Piktogramm beziehungsweise den selben Piktogramme handelt wie bei dem ersten Fass,2
1957,weiterhin das Fass nicht beschädigt,2
1958,kann man die Temperatur von dem Fass messen?,3
1959,negativ,0
1960,ich will wissen ob die das Fass noch durch die Explosion ein Wärmebaustein ist,3
1961,ich sehe ein Fass was einfach nur umgekippt ist keine Leckage,2
1962,ich wollte jetzt mit dem UGV 1 nach oben ins Obergeschoss versuchen,2
1963,weil da wollte der Tim hin und konnte nicht weiter erkunden wenn das okay ist,2
1964,wenn das okay ist,2
1965,ja versuch das mal,7
1966,UGV 2 von UGV 1,4
1967,hört,5
1968,Teamleader von der UAV kommen,4
1969,Teamleader hört,5
1970,also aufgrund der Wetterlage,2
1971,wäre jetzt ein Inspektionsflug möglich,2
1972,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,7
1973,welcher Gebäudeteil soll umflogen werden?,3
1974,der mittlere Gebäudeteil,2
1975,das ist verstanden,2
1976,wir müssen jedoch nochmal wieder warten,2
1977,weil noch eine Schauerwolke durchläuft,2
1978,ja verstanden,2
1979,wir gehen automatisch in die Operation sobald der Regen nachlässt,2
1980,Gruppe Drohne von Teamleader kommen,4
1981,die UAV hört,5
1982,wie sieht's aus könnt ihr fliegen?,3
1983,noch negativ,0
1984,im Moment ist wieder zu viel Regen,2
1985,ja verstanden,2
1986,UGV 1 von Teamleader kommen,4
1987,kommen Sie,5
1988,UGV 2 erreicht?,3
1989,ja ist negativ,0
1990,ich bin einmal jetzt um das Gebäude rum Tim war dat 'ne schräge Treppe,2
1991,ja wie so 'ne Stahltreppe halt aussieht ne biegt erst mal einer nach oben weiter konnte ich nicht sehen,2
1992,weil meine Kamera nicht höher ge-,2
1993,ja weil ich stehe vor einer da liegt auch ein Trümmerteil davor,2
1994,es gab einmal eine Treppe da stand 'n Schild kein Durchgang,2
1995,dann bin ich natürlich nicht hochgefahren,2
1996,und dann war die andere Treppe war mit so 'nem weißen Geländer abgesperrt hier,2
1997,in dem Bereich befinde ich mich,2
1998,ja hab ich verstanden ich guck nochmal,2
1999,UGV 1 von Teamleader,4
2000,ich komm',5
2001,könnt ihr was erkunden was da in lauter Rauch steht?,3
2002,ja hab ich da müsstest ein Foto von hab'n,2
2003,ich gucke,2
2004,dann schick mir mal 'n Foto davon,1
2005,Teamleader von UGV 1,4
2006,ich hab 'nen weiteren Kanister gefunden weiß,2
2007,werde jetzt ein Foto davon machen und dir schicken,2
2008,Tim bist du so 'nen Gang entlang gefahren?,3
2009,ja korrekt,7
2010,Teamleader von UGV 1,4
2011,hört,5
2012,ja der weiße Kanister steht aufrecht,2
2013,scheint verschlossen zu sein ich werd ihn jetzt mal versuchen zu drehen um eventuell 'n Piktogramm darauf zu sehen,2
2014,ja verstanden,2
2015,UGV 2 wie sieht's bei euch aus? UGV 2 von Teamleader kommen,4
2016,UGV 2 von Teamleader kommen,4
2017,UGV 2 gerufen?,3
2018,ja richtig,7
2019,wie sieht's bei euch aus geht gar nichts mehr oder seid ihr wieder im Spiel?,3
2020,UGV 2 von Teamleader kommen,4
2021,UGV 2 gerufen?,3
2022,ja richtig,7
2023,ja mein Roboter hier der hat jetzt ne Kette fast verloren,2
2024,also defekt,2
2025,UGV 1 von Teamleader kommen,4
2026,ja mir ist jetzt gelungen das Gefäß zu bergen beziehungsweise zu drehen,2
2027,werd jetzt einmal ne Rundumschau von dem Gefäß machen,2
2028,ich schick' dir aber erst nochmal 'n Foto,2
2029,beim wenden des Gefäßes ist ein leichter flüssiger Stoff ausgetreten,2
2030,aber nur ein Spritzer,2
2031,keine Gefahr,2
2032,Teamleader von UGV 1,4
2033,Teamleader hört,5
2034,ja der Kanister wurde jetzt von allen Seiten begutachtet Kanister ist verschlossen keine Gefahr und Piktogramme auf dem Kanister,2
2035,ich beweg' mich weiter fort,2
2036,ja verstanden,2
2037,Teamleader von UGV 1,4
2038,ich versuche jetzt zur UGV 2 zu kommen,2
2039,ja verstanden,2
2040,was ist mit der Drohne? Teamleader kommen,4
2041,die UAV hört,5
2042,ja UAV wie sieht's aus könnt ihr fliegen?,3
2043,ne leider immer noch nicht,0
2044,es regnet zu sehr,2
2045,ja verstanden,2
2046,Teamleader von UAV kommen,4
2047,Teamleader von UAV kommen,4
2048,hört,5
2049,wir sind mit der Drohne jetzt in der Luft und werden hinter das Gebäude fliegen,2
2050,ja verstanden,2
2051,UAV 1 habt ihr das Ziel erreicht?,3
2052,also ich hab den UAV 2 getroffen kann da aber mich nicht weiter,2
2053,aber ich seh' jetzt wieder 'ne Rauchentwicklung,2
2054,ja verstanden,2
2055,UAV Drohne?,4
2056,die Drohne hört,5
2057,wir haben auch gerade mal zwei Bilder gemacht,2
2058,die Rauchentwicklung kommt neben dem Hochofen zustande,2
2059,UAV Drohne,4
2060,kann man von oben vielleicht mir ein Foto schicken?,1
2061,wir haben ein Foto geschickt,7
2062,wir schalten jetzt mal auf Infrarot um zu gucken ob wir irgendwo eine thermische Entwicklung erkennen können,2
2063,ja verstanden,2
2064,Teamleader -,4
2065,UAV 1 von UGV 1,4
2066,UAV 1 von UGV 1,4
2067,Drohne von UGV 1,4
2068,die Drohne hört,5
2069,kannst du mir nochmal ein bisschen näher beschreiben wo die Rauchentwicklung ist?,3
2070,ich hab' gerade Schwierigkeiten,2
2071,weil ich seh' dich auf dem anderen Bild gerade nicht,2
2072,du kannst aber in die Bilderbox gucken da müsstest du eigentlich das Bild aus Sichtweise der Drohne sehen,2
2073,Teamleader von UGV 1,4
2074,Teamleader hört,5
2075,ja ich komme nicht weiter höher ins Obergeschoss ohne dass ich eine Absperrung durchfahre,2
2076,ja fahren Sie wieder zurück ins Untergeschoss,1
2077,UGV Drohne von Teamleader kommen,4
2078,UAV hört,5
2079,noch ein Bild schicken und das aber mit einem Schwarz-Weiß-Hintergrund,1
2080,machen wir dir fertig,7
2081,Teamleader von UGV 1,4
2082,hast du mittlerweile den blauen Kanister gesehen,3
2083,weil ich komm da gerade nochmal vorbei,2
2084,könnt ich ein neues Foto machen,2
2085,ja schick ich jetzt den Angriff dorthin zum Lesen,2
2086,aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,7
2087,Teamleader von UAV,4
2088,wir haben ein neues Live-Bild neue Rauchentwicklung in dem hinteren Bereich,2
2089,ja verstanden,2
2090,schicken Sie mir das Foto?,1
2091,schon da,7
2092,UAV Drohne,4
2093,UAV hört,5
2094,aber ich hab nochmal ein Bild hinterher geschickt,2
2095,die Rauchentwicklung die verringert sich zwischenzeitlich immer wieder,2
2096,es ist aber auch sehr schwierig  genaue Bilder zu erkennen,2
2097,aufgrund des Windes weil die Drohne noch sehr stark hin und her schwankt,2
2098,ja verstanden,2
2099,Teamleader von der UAV Drohne,4
2100,hört,5
2101,wir machen jetzt erst mal noch eine Zwischenlandung für einen Akkuwechsel,2
2102,ja verstanden,2
2103,UAV 1 von Teamleader kommen,4
2104,UAV hört,5
2105,hattest du von dem blauen Kanister noch ein Foto gemacht?,3
2106,ich bin gerade dabei,2
2107,verstanden,2
2108,Teamleader an alle,4
2109,Übung beendet,2
2110,alle bitte hier zum Treffpunkt ans Zelt kommen,1
2111,Der Radio Check,2
2112,UGV-1 für Einsatzleiter,4
2113,Ja ich kann dich hören,5
2114,UGV-2,4
2115,UGV-2 hört dich auch,5
2116,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,1
2117,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,1
2118,UGV-1 für Einsatzleiter,4
2119,Bitte mach mir mal ein Foto von deinem Standort kommen,1
2120,Ich seh euch gleich am Eingang der Halle,2
2121,Okay ja,7
2122,Ich hab dir jetzt ein Foto von meinem Blickfeld geschickt,2
2123,Es befindet sich schon mal links ein Gefahrgutfass Ölfass,2
2124,Dort auch senden?,3
2125,Also sieht so aus als hätte gerade ich gar keine Connection zur Database,2
2126,Also beschreibe mir einfach wo du stehst,3
2127,Ich bestehe an einem Gang am Anfang der Halle Eingang,2
2128,Blickrichtung kann ich dir jetzt nicht sagen,2
2129,Rechts von mir sehe ich den Ölfass,2
2130,Ich denke also ich denke das ist ein Ölfass ich weiß nicht genau was drin ist übliches Rundfass,2
2131,Ich würde jetzt einfach geradeaus fahren und schauen was ich so weiter finde,2
2132,Kommen,4
2133,Verstanden,7
2134,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,1
2135,Wenn du hoch oder runterfährst sagst mir bitte vorher Bescheid,1
2136,Kommen,4
2137,UGV-2 hört dich,5
2138,Frage kannst du den anderen Roboter sehen?,3
2139,Ich seh einen Roboter aber das wird aufgrund der Beschreibung nicht der Roboter sein,0
2140,Verstanden,2
2141,Okay,2
2142,Einsatzauftrag für dich du fährst weiter in die Halle rein und suchst nach dem Zugang mit dem du dich weiter nach Osten entwickeln kannst,1
2143,Kommen,4
2144,Ja das ist so verstanden Ich fahr weiter Richtung Norden in die Halle rein und suche mir einen Zugang in Richtung Osten,7
2145,Okay,2
2146,Einsatzleitung für beide Roboter,4
2147,Ich habe jetzt wieder Connection zur Datenbank,2
2148,Ihr könnt also Fotos schicken,2
2149,ich sehe auch eure Position live,2
2150,Ja Teamleader von UGV-1 kommen,4
2151,Höre,5
2152,Kannst du denn mein Foto empfangen das ich gerade geteilt habe?,3
2153,Hey ja,7
2154,Ich sehe dass die Fotos geadded wurden ich seh sie noch nicht auf der Karte,2
2155,Geh einfach weiter vor wir versuchen das Problem hier zu lösen,1
2156,Teamleader von UT-1 kommen,4
2157,Höre,5
2158,Ja ich gehe jetzt rechter Hand,2
2159,UGV-2 für Einsatzleiter kommen,4
2160,UGV-2,5
2161,Kannst du mir mal ein Foto von deiner Position machen?,1
2162,Ja ich mach dir mal ein Snapshot,7
2163,Ist das bei dir angekommen?,3
2164,Ja,7
2165,das braucht mal paar Sekunden,2
2166,Ja Teamleader von UGV-1 kommen,4
2167,Höre,5
2168,Ja ich werd jetzt rechts abbiegen,2
2169,Rechtseitig ein blaues Fass mit ner undefinierten Aufschrift gefunden,2
2170,Hab dir ein Foto gemacht geteilt,2
2171,kommen,4
2172,Ja,5
2173,verstanden,2
2174,UGV-1,4
2175,Kannst du mal abschätzen wie weit du bis jetzt gefahren bist?,3
2176,Deine Position auf meiner Karte hat sich kaum geändert,2
2177,Ja ich denke so 5-6 meter weiter bin ich noch nicht gekommen kommen,2
2178,Verstanden,2
2179,UGV-2 für Einsatzleiter,4
2180,UGV-2,5
2181,Hat das mit dem Foto geklappt?,3
2182,Bei mir ist nichts angekommen,2
2183,Also bei mir sind zwei Fotos auf der Karte hinterlegt,7
2184,Die müssten auch ungefähr von meiner Position gekommen sein,2
2185,UGV-2 ich krieg deine Daten immer noch nicht,2
2186,Kannst du mir mal grob deine Position auf der Karte durchgeben?,1
2187,Ja okay verstanden,2
2188,I lost the connection to the TDF,2
2189,Teamleader von UGV-1 kommen,4
2190,Höre,5
2191,Ja mein TDS muss neu gestartet werden,2
2192,Ja verstanden,2
2193,Gib mir Bescheid wenn du weiterfährst,1
2194,Teamleader von UGV-2,4
2195,Teamleader,5
2196,Ja also ich hab gerade jetzt hier ein blaues Fass gefunden,2
2197,Ja verstanden,2
2198,Wie ist der Zustand des Fasses?,3
2199,Steht senkrecht und sieht auf dem ersten Blick heil aus keine Lache oder so was drumherum,2
2200,Ja verstanden,2
2201,Dann Foto machen,1
2202,Und dann weiter vorgehen,1
2203,Teamleader von UGV-1 kommen,4
2204,Höre,5
2205,Ja ich kann hier weiterfahren,2
2206,Ja verstanden,2
2207,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,1
2208,Teamleader von UGV-1 kommen,4
2209,UGV-1 UGV-2 und UAV kommen,4
2210,UAV hört,5
2211,UGV-1 hört,5
2212,UGV-2,5
2213,UAV,5
2214,So weiteren Einsatzauftrag erhalten folgende Lage grundsätlich die Lage die selbe wie heute morgen Explosion in diesem länglichen Gebäude unklare Ausdehnung,2
2215,Jetzt neuer Bericht von Gasgeruch in der Mitte des Gebäudes,2
2216,Unsereines Auftrag Gasquelle lokalisieren,1
2217,Und weiter mappen,1
2218,UAV von Einsatzleiter,4
2219,UAV hört,5
2220,Dein Standort ist Position ECO richtig?,3
2221,Mein Standard ist im Moment Position ECO,7
2222,Aber du wirst keine Updates kriegen,2
2223,Ja soweit verstanden,2
2224,Einsatzauftrag bitte aufsteigen Übersichtsfoto machen wenn möglich aus allen vier Himmelsrichtungen,1
2225,kommen,4
2226,Verstanden,7
2227,UGV-1 für Einsatzleiter,4
2228,Du machst mir jetzt ein Foto dann gucken wir,1
2229,Verstanden?,3
2230,Ja verstanden,7
2231,UGV-2 für Einsatzleiter mitgehört?,3
2232,UGV-2 mitgehört,7
2233,kriegst auch ein Foto,2
2234,Teamleader von UGV-1 kommen,4
2235,Höre,5
2236,Ja soll ich mal losfahren dem Tango hinterher quasi?,3
2237,Wer fährt denn da schon?,3
2238,UGV-2 hat sich nur ein meter fortbewegt,2
2239,Okay,2
2240,Also ich seh euch beide ihr steht beide am Eingang des Ganges hintereinander,2
2241,Und jetzt fahrt ihr beide hintereinander her zum Punkt ASA 325 - 352 danke,1
2242,UGV-2 verstanden,7
2243,UGV-1 für Einsatzleiter,4
2244,Hier UGV-2,4
2245,UGV-1 kriegt da noch eine Einweisung,2
2246,Teamleiter von UGV-2,4
2247,Du müsstest ein Bild gekriegt haben ASA 352 müsste rechts von mir von meiner Position auf dem Bild sein,2
2248,Ja verstanden,2
2249,Nimm doch mal bitte einen Rundblick,1
2250,Wenn du da nichts entdeckst weiter Richtung Osten,1
2251,Ja ist verstanden,7
2252,Teamleiter von UGV-2,4
2253,Höre,5
2254,Gucke dir mal das Bild an was gerade gekommen ist das ist rechts von meiner Position,2
2255,Ergeht irgendwie so eine Plattform mit so einer Metallbox auf Palette,2
2256,Ja ich gucke,7
2257,UGV-2 von Einsatzleiter,4
2258,Guck dir das mal genauer an bitte wenn du da hochkommst,1
2259,Ja das ist verstanden,7
2260,Ich versuch das mal,7
